time,voltage_v,current_ma,power_w,cpu,s_on,br,net_kbps,temp_c
370.46,3.727031,640.625,2.3876292343750003,0.4208,1,13,14.30,34.2
371.26,3.718125,786.562,2.92453583625,0.4150,1,13,14.44,34.1
372.23,3.723906,715.312,2.663754648672,0.4171,1,13,14.22,34.1
373.31,3.725,716.25,2.6680312500000003,0.4049,1,13,14.26,34.1
374.19,3.718437,951.875,3.539487219375,0.4215,1,13,13.96,34.1
375.26,3.713593,908.75,3.3747276387499996,0.4129,1,13,14.23,34.1
376.12,3.678593,1506.562,5.542028427266,0.7776,1,13,13.85,34.1
377.24,3.692656,1276.875,4.7150601299999995,0.6122,1,13,13.09,34.2
378.25,3.721562,775.312,2.885371677344,0.4184,1,13,20.29,34.2
379.24,3.698906,1225.312,4.532313908672,0.4254,1,13,21.14,34.1
380.35,3.715,802.187,2.9801247049999997,0.4284,1,13,15.68,34.1
381.29,3.719375,857.812,3.1905245075,0.4207,1,13,13.09,34.1
382.30,3.723125,805.0,2.997115625,0.4141,1,13,12.76,34.0
383.35,3.7125,773.437,2.8713848625000002,0.4279,1,13,14.19,34.0
384.27,3.724531,843.75,3.14257303125,0.4201,1,13,15.15,34.0
385.32,3.725937,782.812,2.9167081948440003,0.4040,1,13,14.51,34.1
386.32,3.718906,924.375,3.43766373375,0.4243,1,13,14.55,34.1
387.32,3.720468,859.687,3.198437973516,0.4085,1,13,14.14,34.1
388.46,3.725937,833.75,3.10649997375,0.4088,1,13,13.37,34.1
389.36,3.719531,848.75,3.15695193625,0.4201,1,13,13.96,34.1
390.38,3.724531,813.437,3.029671323047,0.4156,1,13,14.29,34.1
391.47,3.720937,844.375,3.141866179375,0.4115,1,13,13.67,34.2
392.48,3.715312,829.062,3.080223997344,0.4228,1,13,14.24,34.2
393.43,3.715781,716.562,2.662587464922,0.4144,1,13,13.49,34.1
394.39,3.718906,805.0,2.9937193300000002,0.4193,1,13,13.62,34.1
395.41,3.724843,685.937,2.555007632891,0.4085,1,13,13.00,34.1
396.52,3.728437,794.375,2.9617771418750003,0.3948,1,13,12.73,34.1
397.36,3.72375,756.25,2.8160859375,0.4086,1,13,16.21,34.1
398.53,3.719687,771.875,2.871133403125,0.4110,1,13,14.22,34.1
399.49,3.715312,864.062,3.210259917344,0.4168,1,13,13.81,34.1
400.52,3.713437,928.125,3.4465337156249998,0.4173,1,13,13.03,34.1
401.58,3.720781,964.375,3.588228176875,0.3961,1,13,13.75,34.1
402.83,3.711406,851.25,3.1593343575,0.4009,1,13,13.75,34.1
403.51,3.714531,919.375,3.415046938125,0.4296,1,13,13.47,34.1
404.52,3.718593,825.625,3.070163345625,0.4322,1,13,14.00,34.1
405.57,3.705312,1208.437,4.477636117344,0.4786,1,13,13.06,34.1
406.53,3.695468,1292.812,4.777545376016,0.4943,1,13,13.42,34.1
407.52,3.675156,1765.937,6.490093961172,0.5037,1,13,14.76,34.2
408.45,3.715156,746.875,2.7747571375,0.4656,1,13,13.96,34.2
409.59,3.716406,827.812,3.076485483672,0.4321,1,13,13.26,34.2
410.59,3.714062,830.312,3.0838302473440002,0.4268,1,13,13.59,34.1
411.59,3.71875,864.062,3.2132305625,0.4213,1,13,12.80,34.1
412.57,3.707343,861.875,3.195266248125,0.4428,1,13,12.92,34.1
413.66,3.716406,835.312,3.1043585286720004,0.4131,1,13,13.33,34.1
414.49,3.719531,734.062,2.730366364922,0.4349,1,13,13.13,34.1
415.52,3.714531,802.812,2.982070061172,0.4360,1,13,14.83,34.1
416.57,3.708906,910.937,3.3785797049219997,0.4129,1,13,14.20,34.1
417.65,3.716718,755.937,2.809604654766,0.4382,1,13,13.92,34.1
418.67,3.717343,745.312,2.770580346016,0.4211,1,13,13.20,34.1
419.56,3.719531,730.625,2.7175823368749996,0.4140,1,13,14.48,34.1
420.74,3.712968,697.187,2.5886330210160002,0.4178,1,13,13.49,34.1
421.83,3.715781,821.875,3.053907509375,0.4341,1,13,13.81,34.1
422.64,3.71,799.062,2.96452002,0.4284,1,13,13.07,34.1
423.66,3.715156,823.125,3.0580377825,0.4131,1,13,12.88,34.1
424.80,3.718906,869.687,3.234284202422,0.4140,1,13,12.94,34.1
425.71,3.717343,703.125,2.613756796875,0.4222,1,13,12.99,34.1
426.78,3.71625,689.062,2.5607266575,0.4094,1,13,14.10,34.1
427.71,3.718593,874.375,3.251444754375,0.4244,1,13,13.57,34.0
428.78,3.72,667.812,2.48426064,0.4417,1,13,14.86,34.0
429.70,3.717343,668.437,2.484809602891,0.4186,1,13,14.43,34.0
430.70,3.707031,753.75,2.7941746162500003,0.4202,1,13,13.92,34.1
432.01,3.711875,886.562,3.2908073237499997,0.4354,1,13,13.97,34.1
432.73,3.715,749.687,2.785087205,0.4208,1,13,13.76,34.1
433.72,3.716875,676.562,2.51469638375,0.5252,1,13,13.97,34.1
434.80,3.707343,802.187,2.973982359141,0.4305,1,13,14.28,34.1
435.78,3.694375,1330.937,4.9169803793749995,0.4347,1,13,13.61,34.2
436.78,3.7125,834.062,3.096455175,0.4410,1,13,15.01,34.2
437.77,3.71125,915.312,3.39695166,0.4296,1,13,14.41,34.2
439.03,3.709375,1075.0,3.9875781249999998,0.4517,1,13,15.94,34.1
439.85,3.714531,755.0,2.804470905,0.4480,1,13,14.45,34.1
440.80,3.718593,765.312,2.8458838460159996,0.4383,1,13,14.42,34.1
441.79,3.720468,665.937,2.4775972985159997,0.4424,1,13,14.84,34.1
443.44,3.697343,1040.625,3.8475475593749997,0.4566,1,13,13.71,34.1
443.83,3.700937,1198.75,4.4364982287500005,0.5611,1,13,14.15,34.1
444.86,3.712968,999.687,3.711805841016,0.4681,1,13,20.35,34.1
445.88,3.7025,1079.687,3.9975411174999995,0.4488,1,13,25.33,34.1
446.92,3.700625,1292.187,4.781899516875,0.4677,1,13,21.96,34.2
447.94,3.715781,843.437,3.1340271792969996,0.4403,1,13,14.16,34.2
448.95,3.707812,891.25,3.304587445,0.4777,1,13,15.05,34.2
449.98,3.713125,970.625,3.6040519531249995,0.4360,1,13,12.46,34.1
451.00,3.71125,784.062,2.9098500975,0.4668,1,13,13.04,34.1
451.97,3.710781,1021.25,3.78963509625,0.4402,1,13,12.45,34.1
452.96,3.712968,919.687,3.414768401016,0.4297,1,13,13.12,34.0
453.93,3.709062,995.625,3.69283485375,0.4465,1,13,13.38,34.0
455.11,3.705312,1106.875,4.10131722,0.4425,1,13,14.06,34.1
456.04,3.688281,835.937,3.0831705542970003,0.5111,1,13,14.92,34.1
457.10,3.705312,1070.312,3.965839897344,0.4139,1,13,17.33,34.1
458.09,3.706718,1150.937,4.266198894765999,0.4495,1,13,14.60,34.1
459.04,3.699218,1105.0,4.0876358900000005,0.4072,1,13,13.42,34.1
460.04,3.69875,1038.75,3.8420765625000004,0.4305,1,13,13.99,34.1
461.01,3.705625,1049.687,3.889746389374999,0.4088,1,13,14.70,34.1
462.11,3.614687,2785.937,10.070290256719,0.5844,1,13,13.72,34.1
463.11,3.713593,735.625,2.7318118506249998,0.4015,1,13,13.33,34.1
464.11,3.705937,1084.375,4.018625434375,0.4007,1,13,15.91,34.1
465.15,3.719218,775.937,2.885878857266,0.3428,1,13,14.79,34.1
466.29,3.722343,822.812,3.062788488516,0.3456,1,13,13.95,34.1
467.08,3.726718,529.062,1.971664878516,0.3546,1,13,14.79,34.0
468.13,3.712031,1066.875,3.960273073125,0.3672,1,13,13.70,34.0
469.13,3.73,541.562,2.02002626,0.3254,1,13,14.30,34.0
470.49,3.7225,581.25,2.163703125,0.3311,1,13,15.04,34.2
471.11,3.722343,645.0,2.400911235,0.3168,1,13,14.31,34.2
472.25,3.72875,751.25,2.8012234374999996,0.3327,1,13,14.48,34.1
473.48,3.719843,643.125,2.3923240293749997,0.3512,1,13,14.30,34.1
474.15,3.6825,1137.5,4.18884375,0.6381,1,13,13.41,34.1
475.24,3.678906,1629.687,5.995465282422,0.4180,1,13,13.60,34.3
476.16,3.698437,1303.437,4.8206796279690005,0.4472,1,13,17.70,34.3
477.16,3.69875,1219.687,4.51131729125,0.4191,1,13,13.81,34.3
478.15,3.701093,758.75,2.80820431375,0.3909,1,13,13.23,34.2
479.14,3.714531,842.812,3.130651301172,0.4098,1,13,14.58,34.2
480.25,3.712968,862.812,3.203593346016,0.4013,1,13,13.47,34.2
481.24,3.70875,1027.5,3.8107406250000007,0.4026,1,13,14.15,34.2
482.27,3.678906,1880.312,6.9174910986719995,0.4020,1,13,14.90,34.2
483.39,3.704062,1042.812,3.8626403023439995,0.4049,1,13,13.90,34.2
484.44,3.704531,999.062,3.7010561499219996,0.4172,1,13,14.29,34.2
485.33,3.705625,972.5,3.6037203125,0.3976,1,13,14.43,34.2
486.24,3.703593,1075.0,3.981362475,0.4101,1,13,13.98,34.2
487.21,3.714375,968.125,3.595979296875,0.4041,1,13,17.45,34.2
488.31,3.699375,1096.875,4.057751953125,0.4703,1,13,13.53,34.2
489.21,3.704843,986.875,3.656216935625,0.4865,1,13,13.44,34.2
490.38,3.707343,808.437,2.9971532528909997,0.4584,1,13,13.85,34.2
491.45,3.710937,914.375,3.393188019375,0.4322,1,13,14.30,34.2
492.39,3.697343,1006.562,3.7216049647659997,0.4899,1,13,13.69,34.2
493.30,3.702812,986.25,3.6518983350000003,0.4825,1,13,15.06,34.2
494.33,3.692968,951.562,3.514088016016,0.4706,1,13,14.17,34.2
495.34,3.708281,890.625,3.302687765625,0.4437,1,13,12.95,34.3
496.29,3.719687,797.5,2.9664503824999997,0.4160,1,13,12.77,34.3
497.50,3.702812,954.375,3.5338712025000003,0.4268,1,13,14.07,34.2
498.43,3.706718,889.062,3.295502118516,0.4493,1,13,13.44,34.2
499.34,3.706562,955.0,3.53976671,0.4052,1,13,14.60,34.2
500.49,3.70625,922.187,3.41785556875,0.4118,1,13,13.96,34.2
501.55,3.704687,915.937,3.393259896719,0.4085,1,13,15.08,34.2
502.54,3.709843,841.25,3.12090542375,0.4486,1,13,14.71,34.2
503.80,3.706562,1039.062,3.8513477248439996,0.4051,1,13,14.03,34.3
504.42,3.704843,937.812,3.474446223516,0.4240,1,13,15.00,34.3
506.05,3.712656,817.812,3.036254628672,0.4040,1,13,17.15,34.3
506.45,3.6925,1014.062,3.744423935,0.4252,1,13,14.37,34.3
507.91,3.7175,660.312,2.45470986,0.3975,1,13,14.18,34.3
508.45,3.705937,735.625,2.726179905625,0.4294,1,13,13.69,34.3
509.73,3.711093,802.187,2.976990560391,0.4067,1,13,14.93,34.2
510.53,3.705156,1046.875,3.8788351875,0.4159,1,13,14.64,34.2
511.48,3.687812,1608.437,5.931613269844,0.4162,1,13,13.62,34.2
512.83,3.717343,699.687,2.600976571641,0.4052,1,13,14.84,34.2
513.58,3.705312,947.5,3.51078312,0.4117,1,13,13.94,34.2
514.63,3.70625,805.0,2.98353125,0.4141,1,13,14.91,34.2
515.54,3.708125,843.437,3.1275698256249997,0.4363,1,13,15.38,34.2
516.80,3.695156,1255.0,4.637420779999999,0.4412,1,13,17.99,34.2
518.08,3.706718,874.375,3.24106155125,0.4118,1,13,14.99,34.2
518.53,3.711406,829.375,3.07814735125,0.4082,1,13,14.69,34.2
519.92,3.7025,1259.062,4.661677055,0.4027,1,13,15.25,34.3
520.85,3.690468,1386.875,5.118217807500001,0.4096,1,13,14.46,34.3
522.11,3.707968,1092.187,4.049794446016,0.4069,1,13,13.87,34.3
522.58,3.711406,772.5,2.867061135,0.4259,1,13,14.03,34.3
524.01,3.700312,892.5,3.3025284599999996,0.4022,1,13,13.91,34.3
524.65,3.70875,924.062,3.4271149425000003,0.4225,1,13,14.20,34.3
525.65,3.709218,1045.937,3.8796083472659997,0.4128,1,13,12.55,34.2
526.81,3.702968,1025.625,3.7978565549999996,0.4053,1,13,13.64,34.2
527.71,3.697656,550.312,2.034864468672,0.4245,1,13,14.20,34.2
528.66,3.711875,766.25,2.84422421875,0.4472,1,13,13.95,34.3
529.82,3.705625,825.0,3.0571406249999997,0.4280,1,13,14.79,34.3
530.70,3.712187,799.062,2.966267568594,0.4354,1,13,14.63,34.3
531.66,3.710937,749.062,2.779721891094,0.4337,1,13,14.39,34.3
532.72,3.712031,703.75,2.61234181625,0.4300,1,13,18.07,34.3
533.85,3.711562,849.062,3.151346254844,0.4277,1,13,10.02,34.4
535.99,3.708281,937.5,3.4765134375,0.4178,1,13,14.63,34.4
536.36,3.692656,1225.312,4.524655708671999,0.4260,1,13,13.73,34.4
537.70,3.713437,691.25,2.56691332625,0.4124,1,13,14.30,34.3
538.45,3.711093,821.25,3.04773512625,0.4090,1,13,13.83,34.3
539.51,3.70375,905.937,3.35536416375,0.4209,1,13,14.14,34.3
540.46,3.711093,689.687,2.5594925978910004,0.3951,1,13,14.25,34.3
541.53,3.699843,1457.812,5.393675523515999,0.4494,1,13,13.71,34.3
542.79,3.707187,825.937,3.061902909219,0.4029,1,13,14.01,34.2
543.57,3.709531,744.375,2.7612821381250003,0.4193,1,13,14.29,34.2
544.60,3.702968,800.312,2.963529726016,0.4298,1,13,14.24,34.2
545.99,3.709843,721.875,2.678042915625,0.4174,1,13,13.95,34.3
546.41,3.675156,1248.125,4.5870540825,0.4161,1,13,13.93,34.3
547.50,3.704687,955.312,3.539131947344,0.4157,1,13,17.54,34.3
548.51,3.707187,764.375,2.833681063125,0.4016,1,13,14.87,34.3
549.73,3.71,855.937,3.17552627,0.3980,1,13,14.23,34.3
550.56,3.700312,1000.312,3.701466497344,0.4129,1,13,13.64,34.3
551.68,3.706875,840.0,3.113775,0.4098,1,13,13.27,34.3
552.52,3.703906,912.5,3.379814225,0.4108,1,13,14.50,34.3
553.53,3.705312,840.625,3.1147779,0.4118,1,13,14.83,34.3
554.63,3.709218,923.437,3.425229142266,0.4159,1,13,14.18,34.3
555.92,3.712187,681.25,2.52892739375,0.3982,1,13,14.16,34.3
556.50,3.699218,1553.75,5.7476599675,0.4423,1,13,13.94,34.2
557.55,3.692968,1345.937,4.970502271016,0.4029,1,13,14.38,34.2
559.26,3.712968,766.875,2.847382335,0.4027,1,13,14.81,34.3
559.66,3.685312,1167.187,4.301448257344,0.4209,1,13,14.08,34.3
560.79,3.713125,710.625,2.6386394531249997,0.4065,1,13,13.13,34.3
561.73,3.705937,827.187,3.065502909219,0.4175,1,13,14.37,34.3
562.63,3.707187,790.312,2.9298343723439997,0.4120,1,13,13.91,34.3
563.64,3.712343,774.687,2.875903861641,0.4359,1,13,13.92,34.3
564.68,3.711875,833.75,3.09477578125,0.4133,1,13,14.34,34.3
566.00,3.709218,955.937,3.545778727266,0.4093,1,13,14.34,34.3
566.72,3.698437,1288.75,4.76636068375,0.3982,1,13,13.75,34.3
568.37,3.698281,734.375,2.715925109375,0.4247,1,13,14.01,34.3
568.72,3.697343,902.187,3.335694789141,0.4672,1,13,14.37,34.3
570.30,3.711406,716.25,2.6582945475,0.4171,1,13,14.77,34.3
570.72,3.684687,1181.875,4.3548394481249995,0.4223,1,13,13.74,34.3
572.04,3.705781,1156.875,4.287125394375001,0.4134,1,13,15.05,34.3
572.83,3.697343,1136.562,4.202259554765999,0.3962,1,13,14.71,34.3
573.78,3.704062,1014.375,3.75730789125,0.4132,1,13,13.20,34.3
574.99,3.700468,914.687,3.384769973516,0.4137,1,13,14.03,34.3
575.83,3.696406,903.125,3.33831666875,0.4508,1,13,13.65,34.3
577.03,3.702343,987.5,3.6560637125,0.4123,1,13,13.90,34.3
577.79,3.711093,595.625,2.210419768125,0.4159,1,13,14.24,34.3
579.48,3.708125,679.375,2.5192074218749996,0.4534,1,13,15.40,34.3
579.83,3.699218,923.437,3.4159947722660005,0.4566,1,13,13.86,34.3
580.88,3.707812,932.187,3.456374144844,0.4052,1,13,14.02,34.3
581.85,3.704843,993.125,3.679372204375,0.4138,1,13,14.64,34.3
583.11,3.701093,1106.875,4.096647314375001,0.4057,1,13,14.57,34.3
584.01,3.703906,917.812,3.399489373672,0.4034,1,13,13.66,34.3
584.94,3.696093,677.812,2.505256188516,0.4035,1,13,12.84,34.4
585.90,3.712031,722.5,2.6819423975000003,0.4388,1,13,14.13,34.4
587.53,3.712968,717.5,2.66405454,0.4091,1,13,15.85,34.3
587.97,3.690312,1161.875,4.287681255,0.4227,1,13,13.80,34.3
589.14,3.703593,1015.0,3.7591468949999998,0.3982,1,13,14.21,34.3
590.01,3.701562,1038.437,3.8438389385939993,0.4016,1,13,12.79,34.3
591.00,3.705312,984.375,3.6474165000000003,0.4148,1,13,14.45,34.3
591.99,3.709843,781.875,2.9006334956249997,0.4254,1,13,14.05,34.3
592.95,3.706875,997.187,3.6964475606250002,0.4068,1,13,13.78,34.3
594.89,3.690468,1325.625,4.8921766425,0.4022,1,13,14.35,34.3
595.24,3.697656,970.937,3.590191023672,0.4262,1,13,13.28,34.3
596.27,3.705,869.062,3.21987471,0.4157,1,13,13.40,34.3
597.82,3.712343,691.562,2.567315349766,0.4015,1,13,14.32,34.3
598.27,3.681718,1275.625,4.69649152375,0.4332,1,13,13.94,34.3
599.41,3.695468,1185.0,4.37912958,0.4391,1,13,13.69,34.3
600.31,3.701562,1028.125,3.80566843125,0.3990,1,13,14.25,34.3
601.53,3.698125,1015.937,3.7570620181250005,0.3943,1,13,14.11,34.3
602.30,3.702812,982.812,3.6391680673440003,0.4028,1,13,14.57,34.3
603.49,3.699218,1046.25,3.8703068325,0.4105,1,13,13.83,34.3
604.46,3.701718,979.062,3.624211428516,0.4114,1,13,13.65,34.2
605.43,3.704062,897.5,3.3243956449999996,0.4103,1,13,14.65,34.2
606.32,3.690937,1242.812,4.587140794843999,0.4410,1,13,14.21,34.2
607.43,3.700937,959.687,3.551741126719,0.4231,1,13,16.52,34.3
